record_id,split,age,sex,fitness_level,mission_duration_days,microgravity_experience,equipment_available,injuries_or_constraints,goal,recommended_exercises,weekly_plan_summary,nutrition_recommendation,intensity_level,duration_min_per_session,sessions_per_week,notes,assistant_suggestion,generated_at
11,train,24,nonbinary,intermediate,365,long_missions(>=30d),treadmill with harness; bodyweight_only,none,improve_core_stability,impact_simulation_protocol (via harnessed compressions); treadmill_intervals (harnessed); high_intensity_interval_cycle; controlled_limb_rom (range_of_motion); slow eccentric-focused moves,"5 sessions/week, ~46 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",moderate,46,5,mission_duration_365d,"Age 24, nonbinary, fitness:intermediate. Goal: improve_core_stability. Use: treadmill with harness; bodyweight_only. Recommend: impact_simulation_protocol (via harnessed compressions); treadmill_intervals (harnessed); high_intensity_interval_cycle; controlled_limb_rom (range_of_motion); slow eccentric-focused moves. Weekly: 5 sessions/week, ~46 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_365d",2025-11-11T17:42:58.210991Z
12,train,42,female,sedentary,365,long_missions(>=30d),cycle_ergometer with harness,none,weight_management,"high-load_resistive_sets (brief, high force); high_intensity_interval_cycle; cycle_endurance; treadmill_intervals (harnessed)","5 sessions/week, ~43 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; prioritize energy-controlled meals and protein distribution to retain lean mass",low,43,5,mission_duration_365d,"Age 42, female, fitness:sedentary. Goal: weight_management. Use: cycle_ergometer with harness. Recommend: high-load_resistive_sets (brief, high force); high_intensity_interval_cycle; cycle_endurance; treadmill_intervals (harnessed). Weekly: 5 sessions/week, ~43 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; prioritize energy-controlled meals and protein distribution to retain lean mass. Notes: mission_duration_365d",2025-11-11T17:42:58.211162Z
13,train,23,nonbinary,beginner,180,long_missions(>=30d),elastic bands; flywheel device; vibration_platform; cycle_ergometer with harness,none,rehabilitation_after_injury,"band_squats; cycle_endurance; resistive_squats (belt/harness); vibration_assisted_squats; high-load_resistive_sets (brief, high force)","3 sessions/week, ~37 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low-moderate,37,3,mission_duration_180d,"Age 23, nonbinary, fitness:beginner. Goal: rehabilitation_after_injury. Use: elastic bands; flywheel device; vibration_platform; cycle_ergometer with harness. Recommend: band_squats; cycle_endurance; resistive_squats (belt/harness); vibration_assisted_squats; high-load_resistive_sets (brief, high force). Weekly: 3 sessions/week, ~37 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_180d",2025-11-11T17:42:58.211331Z
14,train,28,female,sedentary,90,none,elastic bands; resistive_device (ARED-like),none,increase_strength,"isometric_hold_variations; band_squats; high-load_resistive_sets (brief, high force)","5 sessions/week, ~48 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; consider modest calorie surplus if allowed and monitor body composition",low,48,5,mission_duration_90d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique,"Age 28, female, fitness:sedentary. Goal: increase_strength. Use: elastic bands; resistive_device (ARED-like). Recommend: isometric_hold_variations; band_squats; high-load_resistive_sets (brief, high force). Weekly: 5 sessions/week, ~48 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; consider modest calorie surplus if allowed and monitor body composition. Notes: mission_duration_90d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique",2025-11-11T17:42:58.211465Z
15,train,30,female,beginner,14,short_missions(<30d),treadmill with harness; vibration_platform,none,increase_strength,impact_simulation_protocol (via harnessed compressions); vibration_platform_stands; vibration_assisted_squats; treadmill_intervals (harnessed); high_intensity_interval_cycle; cycle_endurance,"6 sessions/week, ~51 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; consider modest calorie surplus if allowed and monitor body composition",low-moderate,51,6,mission_duration_14d,"Age 30, female, fitness:beginner. Goal: increase_strength. Use: treadmill with harness; vibration_platform. Recommend: impact_simulation_protocol (via harnessed compressions); vibration_platform_stands; vibration_assisted_squats; treadmill_intervals (harnessed); high_intensity_interval_cycle; cycle_endurance. Weekly: 6 sessions/week, ~51 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; consider modest calorie surplus if allowed and monitor body composition. Notes: mission_duration_14d",2025-11-11T17:42:58.211612Z
16,train,42,nonbinary,beginner,180,short_missions(<30d),cycle_ergometer with harness,space_motion_sickness,weight_management,"high-load_resistive_sets (brief, high force); impact_simulation_protocol (via harnessed compressions); treadmill_intervals (harnessed)","5 sessions/week, ~36 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; prioritize energy-controlled meals and protein distribution to retain lean mass",low-moderate,36,5,mission_duration_180d; may need staggered exercise introduction and monitor tolerance; constraint:space_motion_sickness,"Age 42, nonbinary, fitness:beginner. Goal: weight_management. Use: cycle_ergometer with harness. Recommend: high-load_resistive_sets (brief, high force); impact_simulation_protocol (via harnessed compressions); treadmill_intervals (harnessed). Weekly: 5 sessions/week, ~36 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; prioritize energy-controlled meals and protein distribution to retain lean mass. Notes: mission_duration_180d; may need staggered exercise introduction and monitor tolerance; constraint:space_motion_sickness",2025-11-11T17:42:58.211740Z
17,train,38,prefer_not_to_say,sedentary,30,none,bodyweight_only; cycle_ergometer with harness; resistive_device (ARED-like),none,maintain_muscle_mass,"high-load_resistive_sets (brief, high force); impact_simulation_protocol (via harnessed compressions); controlled_limb_rom (range_of_motion)","5 sessions/week, ~54 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low,54,5,mission_duration_30d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique,"Age 38, prefer_not_to_say, fitness:sedentary. Goal: maintain_muscle_mass. Use: bodyweight_only; cycle_ergometer with harness; resistive_device (ARED-like). Recommend: high-load_resistive_sets (brief, high force); impact_simulation_protocol (via harnessed compressions); controlled_limb_rom (range_of_motion). Weekly: 5 sessions/week, ~54 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_30d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique",2025-11-11T17:42:58.211869Z
18,train,32,prefer_not_to_say,beginner,30,none,resistive_device (ARED-like); cycle_ergometer with harness; elastic bands; bodyweight_only,none,weight_management,cycle_endurance; resistive_chest_press; slow eccentric-focused moves; resistive_deadlifts (hip-focused); band_squats; resistive_row,"7 sessions/week, ~53 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; prioritize energy-controlled meals and protein distribution to retain lean mass",low-moderate,53,7,mission_duration_30d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique,"Age 32, prefer_not_to_say, fitness:beginner. Goal: weight_management. Use: resistive_device (ARED-like); cycle_ergometer with harness; elastic bands; bodyweight_only. Recommend: cycle_endurance; resistive_chest_press; slow eccentric-focused moves; resistive_deadlifts (hip-focused); band_squats; resistive_row. Weekly: 7 sessions/week, ~53 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; prioritize energy-controlled meals and protein distribution to retain lean mass. Notes: mission_duration_30d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique",2025-11-11T17:42:58.211991Z
19,train,34,prefer_not_to_say,sedentary,14,short_missions(<30d),resistive_device (ARED-like); flywheel device,none,rehabilitation_after_injury,"high-load_resistive_sets (brief, high force); resistive_squats (belt/harness); resistive_row; resistive_chest_press; resistive_deadlifts (hip-focused)","6 sessions/week, ~55 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low,55,6,mission_duration_14d,"Age 34, prefer_not_to_say, fitness:sedentary. Goal: rehabilitation_after_injury. Use: resistive_device (ARED-like); flywheel device. Recommend: high-load_resistive_sets (brief, high force); resistive_squats (belt/harness); resistive_row; resistive_chest_press; resistive_deadlifts (hip-focused). Weekly: 6 sessions/week, ~55 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_14d",2025-11-11T17:42:58.212137Z
20,train,41,male,advanced,90,none,cycle_ergometer with harness; flywheel device,rotator_cuff_issue,maintain_bone_density,resistive_chest_press; treadmill_intervals (harnessed); cycle_endurance,"7 sessions/week, ~44 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; emphasize protein and micronutrients supporting tissue repair (as per medical team recommendations)",moderate,44,7,mission_duration_90d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique; constraint:rotator_cuff_issue,"Age 41, male, fitness:advanced. Goal: maintain_bone_density. Use: cycle_ergometer with harness; flywheel device. Recommend: resistive_chest_press; treadmill_intervals (harnessed); cycle_endurance. Weekly: 7 sessions/week, ~44 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; emphasize protein and micronutrients supporting tissue repair (as per medical team recommendations). Notes: mission_duration_90d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique; constraint:rotator_cuff_issue",2025-11-11T17:42:58.212287Z
21,train,22,male,beginner,14,long_missions(>=30d),flywheel device; cycle_ergometer with harness; vibration_platform,none,cardiorespiratory_endurance,"high-load_resistive_sets (brief, high force); resistive_chest_press; vibration_platform_stands; cycle_endurance; resistive_row; treadmill_intervals (harnessed)","3 sessions/week, ~53 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low-moderate,53,3,mission_duration_14d,"Age 22, male, fitness:beginner. Goal: cardiorespiratory_endurance. Use: flywheel device; cycle_ergometer with harness; vibration_platform. Recommend: high-load_resistive_sets (brief, high force); resistive_chest_press; vibration_platform_stands; cycle_endurance; resistive_row; treadmill_intervals (harnessed). Weekly: 3 sessions/week, ~53 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_14d",2025-11-11T17:42:58.212450Z
